seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1144,S100UQQY,E01202,52800,1080001010527.0,ヨシコン株式会社,,10.0,042000,135.0,,,2024-11-13 16:54,確認書,,,,,,,0,0,0,0,1,0,0,0,1
1145,S100URPW,E32204,35040,7020001095089.0,株式会社丸八ホールディングス,,10.0,042000,135.0,,,2024-11-13 16:54,確認書,,,,,,,0,0,0,0,1,0,0,0,1
1146,S100URO1,E03745,21340,4120001048543.0,北浜キャピタルパートナーズ株式会社,,10.0,053000,180.0,,,2024-11-13 16:55,臨時報告書,,,,第19条第2項第4号,,,0,0,0,1,1,0,0,1,1
1147,S100URQ2,E36046,49340,2010401085273.0,プレミアアンチエイジング株式会社,,10.0,053001,190.0,,,2024-11-13 17:00,訂正臨時報告書,,,,第19条第2項第2号の2,S100ULGT,,0,0,0,1,1,0,0,1,1
1148,S100UQ1B,E00347,20030,3010001034893.0,日東富士製粉株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-13 17:01,半期報告書－第127期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
1149,S100UPZQ,E00347,20030,3010001034893.0,日東富士製粉株式会社,,10.0,042000,135.0,,,2024-11-13 17:01,確認書,,,,,,,0,0,0,0,1,0,0,0,1
1150,S100UORL,E31883,,,Ｏａｓｉｓ　Ｍａｎａｇｅｍｅｎｔ　Ｃｏｍｐａｎｙ　Ｌｔｄ．,,60.0,010000,350.0,,,2024-11-13 17:03,大量保有報告書,E34064,,,,,,0,0,0,1,1,1,0,1,1
1151,S100UQR5,E02729,98890,6010801009068.0,ＪＢＣＣホールディングス株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-13 17:05,半期報告書－第61期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
1152,S100URG6,E02729,98890,6010801009068.0,ＪＢＣＣホールディングス株式会社,,10.0,042000,135.0,,,2024-11-13 17:06,確認書,,,,,,,0,0,0,0,1,0,0,0,1
1153,S100UKN5,E03908,,6010001049006.0,大栄不動産株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-13 17:11,半期報告書－第85期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
1154,S100UQ8Y,E03178,99000,1180001000443.0,株式会社サガミホールディングス,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-13 15:07,半期報告書－第55期(2024/04/01－2025/03/31),,,,,,2024-11-13 17:28,0,1,0,1,1,0,0,1,1
1155,S100UP0Y,E04337,93600,3010401014925.0,鈴与シンワート株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-11 16:00,半期報告書－第78期(2024/04/01－2025/03/31),,,,,,2024-11-13 17:34,0,1,0,1,1,0,0,1,1
1156,S100UPLN,E04356,93670,8010401016578.0,大東港運株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-12 15:34,半期報告書－第76期(2024/04/01－2025/03/31),,,,,,2024-11-13 17:35,0,1,0,1,1,0,0,1,1
1157,S100UNCR,E04505,95070,9470001001933.0,四国電力株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-11 09:01,半期報告書－第101期(2024/04/01－2025/03/31),,,,,,2024-11-13 17:36,0,1,0,1,1,0,0,1,1
1,S100UR5G,E01441,59730,5122001016280.0,株式会社トーアミ,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:00,半期報告書－第86期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
2,S100URQE,E01152,52080,1110001018789.0,株式会社有沢製作所,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:00,半期報告書－第77期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
3,S100UM8W,E00744,23760,1120001079723.0,株式会社　サイネックス,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:00,半期報告書－第60期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
4,S100UP9N,E12448,,8010401040306.0,明治安田アセットマネジメント株式会社,G03455,30.0,995000,180.0,,,2024-11-14 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
5,S100UPDS,E04944,97800,6020001024214.0,株式会社ハリマビステム,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:00,半期報告書－第63期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
6,S100URQS,E01464,34370,8140001050221.0,特殊電極株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:00,半期報告書－第78期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
7,S100UN0E,E00035,70210,4010401054508.0,株式会社ニッチツ,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:00,半期報告書－第100期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
8,S100UIAN,E12460,,7010001054021.0,野村アセットマネジメント株式会社,G09044,30.0,07A000,120.0,2024-02-20,2024-08-19,2024-11-14 09:00,有価証券報告書（内国投資信託受益証券）－第23期(2024/02/20－2024/08/19),,,,,,,0,0,0,1,1,1,0,1,1
9,S100UJB9,E14703,,8010001014858.0,キャピタル・インターナショナル株式会社,G05567,30.0,04A000,30.0,,,2024-11-14 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
10,S100UPLX,E02136,71050,3130001030352.0,三菱ロジスネクスト株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:00,半期報告書－第124期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
11,S100UHSM,E12448,,8010401040306.0,明治安田アセットマネジメント株式会社,G08117,30.0,07A000,120.0,2024-02-16,2024-08-15,2024-11-14 09:00,有価証券報告書（内国投資信託受益証券）－第42期(2024/02/16－2024/08/15),,,,,,,0,0,0,1,1,1,0,1,1
12,S100UPPA,E01548,62450,9150001013309.0,株式会社ヒラノテクシード,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:00,半期報告書－第101期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
13,S100UR5P,E01441,59730,5122001016280.0,株式会社トーアミ,,10.0,042000,135.0,,,2024-11-14 09:00,確認書,,,,,,,0,0,0,0,1,0,0,0,1
14,S100URR8,E01464,34370,8140001050221.0,特殊電極株式会社,,10.0,042000,135.0,,,2024-11-14 09:00,確認書,,,,,,,0,0,0,0,1,0,0,0,1
15,S100UPE5,E04944,97800,6020001024214.0,株式会社ハリマビステム,,10.0,042000,135.0,,,2024-11-14 09:00,確認書,,,,,,,0,0,0,0,1,0,0,0,1
16,S100UQTC,E01052,42340,2010001017602.0,株式会社サンエー化研,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:00,半期報告書－第116期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
17,S100URQI,E01152,52080,1110001018789.0,株式会社有沢製作所,,10.0,042000,135.0,,,2024-11-14 09:00,確認書,,,,,,,0,0,0,0,1,0,0,0,1
18,S100UR8S,E00433,26120,9010701002351.0,かどや製油株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:00,半期報告書－第68期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
19,S100UN3M,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G03494,30.0,10A000,160.0,2024-02-15,2025-02-14,2024-11-14 09:00,半期報告書（内国投資信託受益証券）－第22期(2024/02/15－2025/02/14),,,,,,,0,0,0,1,1,0,0,1,1
20,S100UJBG,E14703,,8010001014858.0,キャピタル・インターナショナル株式会社,G05567,30.0,07A000,120.0,2023-08-22,2024-08-20,2024-11-14 09:01,有価証券報告書（内国投資信託受益証券）－第17期(2023/08/22－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
21,S100UM8Y,E00744,23760,1120001079723.0,株式会社　サイネックス,,10.0,042000,135.0,,,2024-11-14 09:01,確認書,,,,,,,0,0,0,0,1,0,0,0,1
22,S100UPPC,E01548,62450,9150001013309.0,株式会社ヒラノテクシード,,10.0,042000,135.0,,,2024-11-14 09:01,確認書,,,,,,,0,0,0,0,1,0,0,0,1
23,S100UPLZ,E02136,71050,3130001030352.0,三菱ロジスネクスト株式会社,,10.0,042000,135.0,,,2024-11-14 09:01,確認書,,,,,,,0,0,0,0,1,0,0,0,1
24,S100URWE,E01052,42340,2010001017602.0,株式会社サンエー化研,,10.0,042000,135.0,,,2024-11-14 09:01,確認書,,,,,,,0,0,0,0,1,0,0,0,1
25,S100UR0G,E05267,43450,7100001009957.0,株式会社シーティーエス,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:01,半期報告書－第35期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
26,S100UFZB,E12460,,7010001054021.0,野村アセットマネジメント株式会社,G04513,30.0,04A000,30.0,,,2024-11-14 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
27,S100URJ2,E05047,88760,9011101016891.0,株式会社リログループ,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:01,半期報告書－第58期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
28,S100UHSN,E12448,,8010401040306.0,明治安田アセットマネジメント株式会社,G08117,30.0,04A000,30.0,,,2024-11-14 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
29,S100UPGL,E06458,,6010001024529.0,ドイチェ・アセット・マネジメント株式会社,G12108,30.0,995000,180.0,,,2024-11-14 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
30,S100UR9F,E00433,26120,9010701002351.0,かどや製油株式会社,,10.0,042000,135.0,,,2024-11-14 09:01,確認書,,,,,,,0,0,0,0,1,0,0,0,1
31,S100UOK6,E04331,80970,2010701003604.0,三愛オブリ株式会社,,10.0,170000,220.0,,,2024-11-14 09:01,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
32,S100UN32,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G03494,30.0,04A000,30.0,,,2024-11-14 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
33,S100UPRS,E00458,22880,3120901012046.0,丸大食品株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:01,半期報告書－第77期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
34,S100UOJK,E00035,70210,4010401054508.0,株式会社ニッチツ,,10.0,042000,135.0,,,2024-11-14 09:01,確認書,,,,,,,0,0,0,0,1,0,0,0,1
35,S100UIAP,E12460,,7010001054021.0,野村アセットマネジメント株式会社,G09044,30.0,04A001,40.0,,,2024-11-14 09:01,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100T806,,0,0,0,1,1,1,0,1,1
36,S100UOJP,E02472,78400,6011101037016.0,フランスベッドホールディングス株式会社,,10.0,043001,150.0,,,2024-11-14 09:02,訂正四半期報告書－第21期第2四半期(2023/07/01－2023/09/30),,,,,S100S6R2,,0,0,0,1,1,0,0,1,1
37,S100UR13,E05267,43450,7100001009957.0,株式会社シーティーエス,,10.0,042000,135.0,,,2024-11-14 09:02,確認書,,,,,,,0,0,0,0,1,0,0,0,1
38,S100UH15,E12448,,8010401040306.0,明治安田アセットマネジメント株式会社,G04803,30.0,10A000,160.0,2024-02-16,2025-02-17,2024-11-14 09:02,半期報告書（内国投資信託受益証券）－第19期(2024/02/16－2025/02/17),,,,,,,0,0,0,1,1,0,0,1,1
39,S100UJBJ,E14703,,8010001014858.0,キャピタル・インターナショナル株式会社,G13174,30.0,07A000,120.0,2023-08-22,2024-08-20,2024-11-14 09:02,有価証券報告書（内国投資信託受益証券）－第6期(2023/08/22－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
40,S100UQ4P,E01550,61110,7180001079431.0,旭精機工業株式会社,,10.0,042000,135.0,,,2024-11-14 09:02,確認書,,,,,,,0,0,0,0,1,0,0,0,1
41,S100UPX4,E00786,40940,8010501016239.0,日本化学産業株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:02,半期報告書－第100期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
42,S100URJT,E05047,88760,9011101016891.0,株式会社リログループ,,10.0,042000,135.0,,,2024-11-14 09:02,確認書,,,,,,,0,0,0,0,1,0,0,0,1
43,S100UJBI,E14703,,8010001014858.0,キャピタル・インターナショナル株式会社,G13174,30.0,04A000,30.0,,,2024-11-14 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
44,S100UFZ9,E12460,,7010001054021.0,野村アセットマネジメント株式会社,G04513,30.0,07A000,120.0,2024-02-16,2024-08-15,2024-11-14 09:02,有価証券報告書（内国投資信託受益証券）－第38期(2024/02/16－2024/08/15),,,,,,,0,0,0,1,1,1,0,1,1
45,S100UPT2,E00458,22880,3120901012046.0,丸大食品株式会社,,10.0,042000,135.0,,,2024-11-14 09:02,確認書,,,,,,,0,0,0,0,1,0,0,0,1
46,S100UKRO,E08957,,4010401049128.0,三井住友ＤＳアセットマネジメント株式会社,G03558,30.0,07A000,120.0,2024-02-21,2024-08-20,2024-11-14 09:02,有価証券報告書（内国投資信託受益証券）－第43期(2024/02/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
47,S100URML,E00986,45700,8070001009687.0,株式会社免疫生物研究所,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:02,半期報告書－第43期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
48,S100UD3F,E12425,,5010001048652.0,フランクリン・テンプルトン・ジャパン株式会社,G10276,30.0,04A000,30.0,,,2024-11-14 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
49,S100UP6K,E01242,54800,2010001034977.0,日本冶金工業株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:02,半期報告書－第143期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
50,S100UN02,E01024,42310,6120901024427.0,タイガースポリマー株式会社,,10.0,043A00,160.0,2024-04-01,2024-09-30,2024-11-14 09:03,半期報告書－第83期(2024/04/01－2024/09/30),,,,,,,0,2,0,1,1,0,0,1,1
51,S100UQM9,E03310,75960,4010101000456.0,株式会社魚力,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:03,半期報告書－第41期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
52,S100UQBI,E01993,69180,6012301000127.0,株式会社アバールデータ,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:03,半期報告書－第66期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
53,S100UJBL,E14703,,8010001014858.0,キャピタル・インターナショナル株式会社,G13175,30.0,07A000,120.0,2024-02-21,2024-08-20,2024-11-14 09:03,有価証券報告書（内国投資信託受益証券）－第12期(2024/02/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
54,S100UH1A,E12448,,8010401040306.0,明治安田アセットマネジメント株式会社,G04803,30.0,04A000,30.0,,,2024-11-14 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
55,S100UQGN,E03121,81600,9180001008132.0,株式会社　木曽路,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:03,半期報告書－第76期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
56,S100UQTX,E05031,,8010601027383.0,トヨタファイナンス株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:03,半期報告書－第37期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
57,S100UQTG,E01528,62100,5140001035200.0,東洋機械金属株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:03,半期報告書－第151期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
58,S100UQ51,E01550,61110,7180001079431.0,旭精機工業株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:03,半期報告書－第76期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
59,S100UOZ4,E04294,93070,4120001029155.0,株式会社杉村倉庫,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:03,半期報告書－第162期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
60,S100UKRR,E08957,,4010401049128.0,三井住友ＤＳアセットマネジメント株式会社,G03558,30.0,04A000,30.0,,,2024-11-14 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
61,S100UD3G,E12425,,5010001048652.0,フランクリン・テンプルトン・ジャパン株式会社,G10276,30.0,07A000,120.0,2024-02-16,2024-08-15,2024-11-14 09:03,有価証券報告書（内国投資信託受益証券）－第21期(2024/02/16－2024/08/15),,,,,,,0,0,0,1,1,1,0,1,1
62,S100UJBK,E14703,,8010001014858.0,キャピタル・インターナショナル株式会社,G13175,30.0,04A000,30.0,,,2024-11-14 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
63,S100UN1L,E01024,42310,6120901024427.0,タイガースポリマー株式会社,,10.0,042000,135.0,,,2024-11-14 09:03,確認書,,,,,,,0,0,0,0,1,0,0,0,1
64,S100UPW1,E00786,40940,8010501016239.0,日本化学産業株式会社,,10.0,042000,135.0,,,2024-11-14 09:03,確認書,,,,,,,0,0,0,0,1,0,0,0,1
65,S100UQX5,E03121,81600,9180001008132.0,株式会社　木曽路,,10.0,042000,135.0,,,2024-11-14 09:03,確認書,,,,,,,0,0,0,0,1,0,0,0,1
66,S100UP0A,E04294,93070,4120001029155.0,株式会社杉村倉庫,,10.0,042000,135.0,,,2024-11-14 09:03,確認書,,,,,,,0,0,0,0,1,0,0,0,1
67,S100UP6O,E01242,54800,2010001034977.0,日本冶金工業株式会社,,10.0,042000,135.0,,,2024-11-14 09:04,確認書,,,,,,,0,0,0,0,1,0,0,0,1
68,S100UR6G,E00649,38770,3010001034877.0,中越パルプ工業株式会社,,10.0,043A00,160.0,2024-04-01,2024-09-30,2024-11-14 09:04,半期報告書－第109期(2024/04/01－2024/09/30),,,,,,,0,2,0,1,1,0,0,1,1
69,S100UR6Q,E04861,96820,9010401018458.0,株式会社ＤＴＳ,,10.0,170000,220.0,,,2024-11-14 09:04,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
70,S100UJBN,E14703,,8010001014858.0,キャピタル・インターナショナル株式会社,G11661,30.0,07A000,120.0,2023-08-22,2024-08-20,2024-11-14 09:04,有価証券報告書（内国投資信託受益証券）－第9期(2023/08/22－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
71,S100UOOM,E12492,,3010001124868.0,ＨＳＢＣアセットマネジメント株式会社,G08048,30.0,995000,180.0,,,2024-11-14 09:04,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
72,S100UQU3,E01528,62100,5140001035200.0,東洋機械金属株式会社,,10.0,042000,135.0,,,2024-11-14 09:04,確認書,,,,,,,0,0,0,0,1,0,0,0,1
73,S100UI6M,E12460,,7010001054021.0,野村アセットマネジメント株式会社,G03917,30.0,10A000,160.0,2024-02-16,2025-02-17,2024-11-14 09:04,半期報告書（内国投資信託受益証券）－第21期(2024/02/16－2025/02/17),,,,,,,0,0,0,1,1,0,0,1,1
74,S100UROB,E00986,45700,8070001009687.0,株式会社免疫生物研究所,,10.0,042000,135.0,,,2024-11-14 09:04,確認書,,,,,,,0,0,0,0,1,0,0,0,1
75,S100UQ6S,E01993,69180,6012301000127.0,株式会社アバールデータ,,10.0,042000,135.0,,,2024-11-14 09:04,確認書,,,,,,,0,0,0,0,1,0,0,0,1
76,S100UJBM,E14703,,8010001014858.0,キャピタル・インターナショナル株式会社,G11661,30.0,04A000,30.0,,,2024-11-14 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
77,S100UL6G,E08957,,4010401049128.0,三井住友ＤＳアセットマネジメント株式会社,G10814,30.0,07A000,120.0,2024-02-21,2024-08-20,2024-11-14 09:04,有価証券報告書（内国投資信託受益証券）－第19期(2024/02/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
78,S100UR3D,E01366,59740,6240001006578.0,中国工業株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:04,半期報告書－第75期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
79,S100UO0C,E06264,,6010001098507.0,ＪＰモルガン・アセット・マネジメント株式会社,G05280,30.0,07A000,120.0,2024-02-16,2024-08-15,2024-11-14 09:05,有価証券報告書（内国投資信託受益証券）－第35期(2024/02/16－2024/08/15),,,,,,,0,0,0,1,1,1,0,1,1
80,S100UH8V,E02337,77090,8120001063299.0,クボテック株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:05,半期報告書－第40期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
81,S100UQJ4,E01372,63060,6140001035281.0,日工株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:05,半期報告書－第162期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
82,S100UQME,E03310,75960,4010101000456.0,株式会社魚力,,10.0,042000,135.0,,,2024-11-14 09:05,確認書,,,,,,,0,0,0,0,1,0,0,0,1
83,S100UF3D,E12473,,4010001031576.0,ＵＢＳアセット・マネジメント株式会社,G09043,30.0,04A000,30.0,,,2024-11-14 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
84,S100URWY,E01981,61450,9030001006415.0,ＮＩＴＴＯＫＵ株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:05,半期報告書－第53期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
85,S100UL6E,E08957,,4010401049128.0,三井住友ＤＳアセットマネジメント株式会社,G10814,30.0,04A000,30.0,,,2024-11-14 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
86,S100UR7G,E00649,38770,3010001034877.0,中越パルプ工業株式会社,,10.0,042000,135.0,,,2024-11-14 09:05,確認書,,,,,,,0,0,0,0,1,0,0,0,1
87,S100UF3C,E12473,,4010001031576.0,ＵＢＳアセット・マネジメント株式会社,G09043,30.0,10A000,160.0,2024-02-15,2025-02-14,2024-11-14 09:05,半期報告書（内国投資信託受益証券）－第12期(2024/02/15－2025/02/14),,,,,,,0,0,0,1,1,0,0,1,1
88,S100URLC,E02516,92740,9010001048806.0,ＫＰＰグループホールディングス株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:05,半期報告書－第151期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
89,S100UQJ2,E01014,43660,4120001035442.0,ダイトーケミックス株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:06,半期報告書－第79期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
90,S100UOIX,E04182,90670,5010001141787.0,株式会社丸運,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:06,半期報告書－第123期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
91,S100UQJ6,E01372,63060,6140001035281.0,日工株式会社,,10.0,042000,135.0,,,2024-11-14 09:06,確認書,,,,,,,0,0,0,0,1,0,0,0,1
92,S100UKZ4,E06479,,7010401061146.0,インベスコ・アセット・マネジメント株式会社,G08037,30.0,04A000,30.0,,,2024-11-14 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
93,S100URM0,E02516,92740,9010001048806.0,ＫＰＰグループホールディングス株式会社,,10.0,042000,135.0,,,2024-11-14 09:06,確認書,,,,,,,0,0,0,0,1,0,0,0,1
94,S100UIBD,E12460,,7010001054021.0,野村アセットマネジメント株式会社,G05500,30.0,07A000,120.0,2024-02-16,2024-08-15,2024-11-14 09:06,有価証券報告書（内国投資信託受益証券）－第34期(2024/02/16－2024/08/15),,,,,,,0,0,0,1,1,1,0,1,1
95,S100UR3L,E01366,59740,6240001006578.0,中国工業株式会社,,10.0,042000,135.0,,,2024-11-14 09:06,確認書,,,,,,,0,0,0,0,1,0,0,0,1
96,S100UI6O,E12460,,7010001054021.0,野村アセットマネジメント株式会社,G03917,30.0,04A001,40.0,,,2024-11-14 09:06,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100T61F,,0,0,0,1,1,1,0,1,1
97,S100UO0M,E06264,,6010001098507.0,ＪＰモルガン・アセット・マネジメント株式会社,G05280,30.0,04A001,40.0,,,2024-11-14 09:06,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TESH,,0,0,0,1,1,0,0,1,1
98,S100UL4H,E08957,,4010401049128.0,三井住友ＤＳアセットマネジメント株式会社,G10855,30.0,07A000,120.0,2024-02-21,2024-08-20,2024-11-14 09:06,有価証券報告書（内国投資信託受益証券）－第19期(2024/02/21－2024/08/20),,,,,,,0,0,0,1,1,1,0,1,1
99,S100UQJB,E01014,43660,4120001035442.0,ダイトーケミックス株式会社,,10.0,042000,135.0,,,2024-11-14 09:06,確認書,,,,,,,0,0,0,0,1,0,0,0,1
100,S100UQAH,E01253,54630,5120001047593.0,丸一鋼管株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:06,半期報告書－第91期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
101,S100UR9O,E01156,52610,6011101020517.0,リソルホールディングス株式会社,,10.0,043A00,160.0,2024-04-01,2024-09-30,2024-11-14 09:06,半期報告書－第132期(2024/04/01－2024/09/30),,,,,,,0,2,0,1,1,0,0,1,1
102,S100UP79,E01507,61470,9080401005540.0,株式会社ヤマザキ,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:06,半期報告書－第65期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
103,S100ULVZ,E00074,19420,9010401006818.0,株式会社関電工,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-14 09:07,半期報告書－第111期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
104,S100UK1E,E11764,,1010401064261.0,Ｔ＆Ｄアセットマネジメント株式会社,G14453,30.0,10A000,160.0,2024-02-20,2025-02-17,2024-11-14 09:07,半期報告書（内国投資信託受益証券）－第3期(2024/02/20－2025/02/17),,,,,,,0,0,0,1,1,0,0,1,1
105,S100UOJ2,E04182,90670,5010001141787.0,株式会社丸運,,10.0,042000,135.0,,,2024-11-14 09:07,確認書,,,,,,,0,0,0,0,1,0,0,0,1
